record_id,source,narrative,primary_lsr,secondary_lsr,all_lsrs,label_count,lsr_label_provenance
OILPS_IOGP_SPI_0006,IOGP_SPI,"During normal operations, an oil level regulation valve suddenly closed.
This event led to instabilities in both the production and produced water networks.
These instabilities led to a deterioration in the quality of the treated produced water, part of which is continuously 
discharged into the sea.
An oil sheen was observed at sea, with an estimated volume of approximately 2m³ of oil.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00578,OSHA,An employee was on the forks of a forklift installing anti-pigeon spikes on the ceiling when his finger was crushed between the forklift and a beam.,Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01960,OSHA,"Employees were attempting to lift and move a cellar cover in order to install a work platform in the cellar for a welder. The cover came into contact with the blowout preventer spool, causing it to fall back. An employee's right middle finger was caught between the cellar cover and the tin horn, causing an amputation to the first knuckle.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0086,IOGP_HPE,"Contractor personnel were working on the installation of a 12-inch spool at ground level, while it was being held 
in a lifting operation. For causes yet to be determined, an actuated valve (SDV) located near the installation area - 
resting vertically on the ground and not involved in the lifting operation - lost its vertical stability and fell, resulting 
in a person being crushed between the valve and the skid structure.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02170,OSHA,"An employee was restarting a vapor combustion unit when a burner lit, causing a flash fire. The employee suffered second degree burns.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0091,IOGP_SPI,2” valve left open released 2.29M lbs gas; operator closed valve; no waters affected.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00346,OSHA,"An employee was disassembling a one-tier tubular scaffold. The employee removed the cross bracing first. When a coworker removed the planks, the scaffold members came down and struck the employee, causing back and pelvis bruises.",Safe Mechanical Lifting,Working at Height,Safe Mechanical Lifting; Working at Height,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03594,OSHA,"An employee was preparing a pump for maintenance. When the employee removed a cover, chemicals were released into the air. The employee was exposed to hydrogen sulfide and methyl mercaptan and was hospitalized.",Confined Space,Toxic Gas / Hazardous Substance,Confined Space; Toxic Gas / Hazardous Substance,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00418,OSHA,"An employee was working on a crew, installing and pressure-testing PVC lines for a sewage line. The PVC pipe struck the employee's face, causing severe damage.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0078,IOGP_SPI,"Glycol pump failure released 483 kcf gas over 3.75 hours; site shut down and isolated.
Safety performance indicators – Process safety events – 2025 data
55

===PAGE_56===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02145,OSHA,"An employee was working on the controller drive for the down hole equipment when he received an electrical shock, resulting in burns to the right thumb and left forearm and face.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01557,OSHA,"An employee had unstrapped some downhole tools that were brought to a wellsite. While another employee was going to get a forklift, the load shifted and smashed his finger between the load and the rub rail, resulting in a finger amputation.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02896,OSHA,An employee was replacing the valve on a frac pump. Fingers on his left hand were caught in the pump's moving pistons and injured; the middle finger required surgery.,Line of Fire,,Line of Fire,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02939,OSHA,"On November 16, 2021, a truck driver was removing straps from a load of utility poles on a flatbed trailer. When he removed the last strap, the top pole on the load rolled off and struck the left side of his body, crushing his left wrist and the lower part of his left leg. He was hospitalized, and the leg was medically amputated below the knee. He also suffered a brain injury and two fingers were medically amputated.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0045,IOGP_HPE,"During maintenance activities, an electrical arc occurred in Switch Rack 6 LV, resulting in electrical burns to two 
electrical technicians. The injured personnel received immediate evacuation to the clinic for initial medical attention 
before being transferred to the Hospital for further treatment.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03638,OSHA,"An employee was attempting a lift with a crane and caught their left index finger between two shells (36-inch diameter cylinder vessels), resulting in amputation.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_FATAL_0019,IOGP_FATAL,"A steam release from an auxiliary steam line 14” occurred resulted in three (3) smoke detectors at the air intake 
activated that subsequently triggered the General Alarm. The Emergency Response Team was immediately 
mobilised to the scene. At the time of release members of the Engine Room immediately responded when radio 
calls were not answered.
Deceased Person (Maintenance Operator) was found unconscious near the Marine Gas Oil (MGO) tank and distilled 
water pump. The DP was brought to FPSO Hospital and was confirmed with ISOS Doctor as deceased.
Incident investigation is underway with the scheduled completion date in April 2026.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0006,IOGP_HPE,"At about 02:21hrs, while rig crew was picking 4” drill pipe, a single drill pipe was picked from Catwalk to the rig 
floor with Air winch tugger. The IP removed thread protector from the single pipe while another floorman attempted 
to guide the pipe into the mouse hole. The pipe missed the mouse hole, hit the rig floor and also hit the IP on his 
right ear and shoulder. IP was move to Clinic.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0153,IOGP_SPI,Two heaters caught fire and sustained damage.,None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0053,IOGP_SPI,"While completing a frac, fluid released from a valve and the cellar area.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01218,OSHA,"An employee was in a boat, inspecting a pipeline, when the boat hit something in the water and ejected the employee from the seat. The employee hit the boat floor and suffered a forehead laceration and fractured left wrist.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03652,OSHA,An employee was working to set a drive pin on an S-hook so a forklift could pick up a part and bring it to the paint department. The employee's left middle finger was pinched between the pin and the S-hook resulting in a partial amputation.,Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0037,IOGP_SPI,"During a scheduled GLSDV function test, the Well head maintenance team confirmed normal operating 
conditions before detecting a hissing sound at the riser line while leaving the platform. The leak was 
immediately reported, and a manual Emergency Shutdown (ESD) was initiated from the boat landing, 
followed by safe crew evacuation. A subsequent inspection with SCBA confirmed all wells and riser SDVs had 
tripped, and additional isolations were applied.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00506,OSHA,An employee received an injury to the right middle finger that required surgery and hospitalization. The employee's finger was caught between a pump plunger and the catwalk when the pump plunger fell to the catwalk.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02304,OSHA,"An employee was operating a hand grinder. When the employee stood up to respond to another employee, the cord/plug of the hand grinder struck him in the neck. The employee was hospitalized and received stitches in the neck area.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02436,OSHA,An employee was walking toward equipment when the employee tripped on a 2-inch pipe on the ground. The employee hit their nose and upper lip and suffered a dislocated shoulder.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0076,IOGP_HPE,"While releasing the tubing hanger, after a BOP test, unknown pressure had built up below the tubing hanger 
assembly causing it to lift up out of the BOP stack and fall to the ground.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03120,OSHA,"An employee was cleaning a derrick with a power washer. The employee slipped on a wet surface while untangling the power washer hose. As he reached out to catch himself, part of the derrick caught his right little finger and removed the flesh, exposing the bone.",Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02163,OSHA,"An employee was at the side of a truck (a pulling unit) removing tools. As the pole on the unit was extended, the elevator came unclasped off the hook, fell, and struck the employee on the side of his head. He suffered a skull fracture.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00176,OSHA,"An employee was attaching drill pipe to elevators using his hands. His fingers got stuck between the elevator and the drill pipe, which broke two fingers (pointer and middle finger of the right hand).",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02709,OSHA,An employee was climbing a ladder with guard rails to access the rig floor. The ladder twisted to one side causing the employee to fall to the ground. The employee sustained displaced vertebrae in the neck and bruising and soreness.,Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0120,IOGP_SPI,Oxidizer/acid job miscommunication led to overpressure event ejecting wellhead; procedural gaps documented.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02806,OSHA,"A crew had put their tools down after pressure-washing the outsides of two oil tanks. As they walked away, one of the tanks exploded. One of the employees suffered second- and third-degree burns on the back, from the waist up.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00076,OSHA,"An employee of SM Fencing & Energy Services, Inc. lost his eye sight after receiving a head injury. The employee slipped on the ice at the project site while carrying a railroad tie. After the employee fell to the ground, the railroad tie fell on his head.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04189,OSHA,"An employee was refilling a bottle with a cleaning solution when bleach entered the bottle and it exploded. The employee inhaled the fumes and experienced difficulty breathing and burns to her throat, resulting in hospitalization.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01278,OSHA,"Two employees were removing ball valves. When the employees began to install the gaskets, a flash fire occurred. One employee suffered burns to the face.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03358,OSHA,"Employees were pulling up piping on a workover rig. The anchor on the piping got caught on the slip, then the slip got caught on the work floor, pulling it up while the employee was standing on it. When the work floor broke away from the slip, the flooring fell back down to the ground. This caused the employee to fall and sustain a right leg fracture that required hospitalization.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0072,IOGP_HPE,"Crew was killing the well with Axis Reverse Unit when the Axis Pump Hand appears to have engaged valves in 
the incorrect order allowing pressure to exit well bore through a disconnected 2” hose at the rig floor. Pressure 
estimated to be 600 psi. Loose end of hose whipped and struck one individual on the top of their hard hat.
NORTH AMERICA ONSHORE
68
Safety performance indicators – 2025 data: High potential event reports
===PAGE_69===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02916,OSHA,"An employee was welding a tank battery in the field when the welding torch ignited flammable gasses, causing an explosion that resulted in second and third degree burns to both hands and their face.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
