record_id,source_record_id,incident_text,top_lsr,top_score,second_lsr,second_score,margin,evidence_labels,semantic_score,agreement_state,suggested_action
OILPS_IOGP_SPI_0047,IOGP_SPI_P000,Release occurred from water dump bypass valve. Valve erosion.,Working at Height,0.0003,Driving,0.0001,0.0002,Bypassing Safety Controls,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_FATAL_0048,IOGP_FATAL_P038,"The worker was holding the position of Trainee with a service company, while performing activities on the 18” 
floating gate valve located on the inlet line to the separator at the Gas Transportation ",Line of Fire,0.0134,Energy Isolation,0.0004,0.013,Energy Isolation,0.7,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0049,IOGP_SPI_P039,"During a drone inspection along the Right of Way of the 16” Ø crude oil pipeline, a loss of containment was detected 
at km 31+812, which was subsequently confirmed by pipeline personnel, in a low-lyi",Hot Work,0.0296,Energy Isolation,0.0011,0.0285,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0050,IOGP_SPI_P040,"A leak was detected on the 3” Ø liquids line toward the battery limit, which is currently out of operation.
Actions: It was verified that the valves of the liquids circuit were closed; the area around",Energy Isolation,0.0011,Line of Fire,0.0005,0.0006,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0051,IOGP_SPI_P041,"A loss of containment was detected on the Right of way of the 16” Ø oil-gas pipeline that runs from the #1 
Separation Battery to the interconnection of the 16” Ø oil-gas pipeline (L2) at the AT of th",Hot Work,0.0003,Energy Isolation,0.0002,0.0001,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0052,IOGP_SPI_P042,"At 18:00 hrs on 11/30/2025, on-call personnel notified the Production Supervisor via radio about an event in the 
measurement tank (TM) area, detecting on site the passage of liquids in the suction va",Energy Isolation,0.2106,Working at Height,0.0011,0.2095,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0057,IOGP_SPI_P045,"Based on witness statements and post incident evidence. On 5/9/2025, at approximately 12:30 hours, a gas leak 
occurred on the gas filter separator located at the Compressor Station. A vapor cloud for",Hot Work,0.013,Energy Isolation,0.0003,0.0127,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0063,IOGP_SPI_P048,"Crew were in the process of installing an injection quill/H2S analyser probe into a valve positioned on top of the 
sales gas line in the dehydration building. As part of the installation process they",Energy Isolation,0.0582,Working at Height,0.0033,0.0549,Work Authorization | Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0064,IOGP_SPI_P000,"Contractor repairing methanol pump caused 3/8” line to part, releasing gas; check valve and fitting failed; no injuries. On 1/13/25, a contractor was repairing a methanol pump in the compressor buildi",Energy Isolation,0.0162,Hot Work,0.0002,0.016,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0075,IOGP_SPI_P000,"Pump housing failure from foreign object caused spill of 8.92 bbl oil and 2.97 bbl water; contained and recovered. On 5/5/25, environmental was notified of a spill from the circulating pump. The pump ",Working at Height,0.0003,Energy Isolation,0.0002,0.0001,Energy Isolation,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0078,IOGP_SPI_P056,"Glycol pump failure released 483 kcf gas over 3.75 hours; site shut down and isolated.
Safety performance indicators – Process safety events – 2025 data
55

===PAGE_56=== On 6/1/2025 Production Forema",Working at Height,0.0003,Energy Isolation,0.0001,0.0002,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0083,IOGP_SPI_P000,"Truck loading error released 46.8 bbl oil; contained onsite and recovered. LO received a call from third-party trucking company stating they had a spill while loading truck. Driver forgot 
to open the",Driving,0.0055,Working at Height,0.0007,0.0048,Driving,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0085,IOGP_SPI_P060,"Discharge line failure released 108 KCF gas; site blown down and isolated. On 8.20.25 a discharge line from the gas lift compressor failed causing segments of the discharge line to separate 
and eject",Hot Work,0.0009,Energy Isolation,0.0001,0.0008,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0095,IOGP_SPI_P065,"Bottom valve sand blockage masked fluid level, releasing 43 bbl oil during manway opening; no injuries. On 12/19/25, Maintenance crew was tasked with cleaning out Bulk tank. Vessel was isolated correc",Energy Isolation,0.0027,Hot Work,0.0002,0.0025,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0097,IOGP_SPI_P066,"Sour water pre-filter O-ring leak triggered H2S alarms; facility isolated, ventilated, and area reclassified from air-
pack available to carry zone. On 2/24/2025, the sour water pre-filter leaked thro",Working at Height,0.0011,Energy Isolation,0.0001,0.001,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0102,IOGP_SPI_P000,"Foreman found small head gasket leak on HP compressor #4 cylinder; compressor shut down; trending later 
showed 1.2 ppm. The foreman was driving past the open doors of the compressor building and hear",Energy Isolation,0.0005,Hot Work,0.0001,0.0004,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0104,IOGP_SPI_P000,"1-inch equalization line leak released CO2/H2S at 320 lb/hr (14.5 lb/hr H2S). On 8/8/2025, gas detection alarmed on 10ppm H2S when a 1” equalization line in the mezzanine leaked downward 
(~1050 psig ",Energy Isolation,0.0002,Working at Height,0.0002,0.0,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0107,IOGP_SPI_P000,"Production tank load line 3-inch valve failed releasing 228.56 bbl crude into berms; operator isolated line; fluids 
remained contained. At 5:34 am, the operator received a dike alarm which shut in th",Energy Isolation,0.0004,Hot Work,0.0001,0.0003,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0118,IOGP_SPI_P077,"Lightning strike caused salt water disposal unit (SWD) tank fire, burning 18.75 bbl. oil and damaging multiple tanks 
before extinguished. The Operator saw smoke in field after a storm passed and disc",Hot Work,0.0029,Line of Fire,0.0003,0.0026,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0121,IOGP_SPI_P000,"Pipeline Lease Automatic Custody Transfer (LACT) unit leak from nipple under flow meter spilled 33 bbl. on pad; 30 
bbl. recovered. Night operations was doing final rounds and came upon spill coming f",Line of Fire,0.0005,Working at Height,0.0002,0.0003,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0122,IOGP_SPI_P079,Contractor vehicle hit gas injection blowdown riser releasing gas; compressor shut in and no injuries. Contractor backed over a high-pressure gas injection blowdown riser with company vehicle causing ,Energy Isolation,0.0023,Hot Work,0.0002,0.0021,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0134,IOGP_SPI_P085,"A localized flash fire occurred inside the injection compressor’s 1st stage knockout (KO) drum within a central 
facility. Personnel had entered the drum to clean and demolish internal components in p",Hot Work,0.058,Line of Fire,0.0007,0.0573,Confined Space | Hot Work | Work Authorization,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0138,IOGP_SPI_P087,"Discharge line that had a 1” riser with a 1” ball valve was accidentally run over. Upon striking the riser, it broke off, 
and gas began to release. Vehicle accident.",Energy Isolation,0.0068,Hot Work,0.0015,0.0053,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0148,IOGP_SPI_P092,"After bringing the well online following a frac hit, there was a release downstream of the 90-degree choke on the 
high-pressure separator. Washout occurred in the dump system adjustable choke due to ",Energy Isolation,0.5824,Confined Space,0.0002,0.5822,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0155,IOGP_SPI_P000,"A fire incident occurred at the Central Tank Battery (CTB), with preliminary assessments indicating that the origin 
point was Lease Automatic Custody Transfer (LACT) unit Pump B. The ignition source ",Hot Work,0.0535,Confined Space,0.0002,0.0533,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0157,IOGP_SPI_P097,"During a walkthrough on the platform, a worker who was holding the position of Helper C perceived an abnormal 
noise near the fuel gas regulation package, which operates at 74 kg/cm². Upon inspecting ",Hot Work,0.0037,Line of Fire,0.0007,0.003,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0158,IOGP_SPI_P098,"The subsea support vessel reported that during ballast removal activities on the Line, diving personnel identified, 
during the 06:00 technical schedule, a loss of containment located 57 cm from the f",Energy Isolation,0.0095,Working at Height,0.0008,0.0087,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0170,IOGP_SPI_P000,"During fibre optic installation work, an 8” pipe was broken by a backhoe excavator. At the time of the excavation, there was no work permit approved for this task. 
The work plan did not include excav",Safe Mechanical Lifting,0.0004,Hot Work,0.0001,0.0003,Work Authorization,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0171,IOGP_SPI_P107,"Gas leak in manifold (measurement bridge), in the plant during production bypass to different gas transport 
company. Subsequently, the plant shutdown and blowdown were executed, successfully stopping",Energy Isolation,0.0015,Working at Height,0.0004,0.0011,Bypassing Safety Controls,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0177,IOGP_SPI_P112,"During the annulus damping operation, draining the gas from the annulus to the test plant and replacing it with 9.8 
ppg inhibited water-based complementary fluid, methane gas was detected on the deck",Working at Height,0.0002,Energy Isolation,0.0001,0.0001,Work Authorization,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0184,IOGP_SPI_P120,"At approximately 05:45, a rupture occurred in a gas lift riser pipeline. Gas detectors on the unit identified the 
presence of a gas cloud, which triggered an emergency shutdown of the facility, resul",Energy Isolation,0.0002,Line of Fire,0.0002,0.0,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0185,IOGP_SPI_P121,"A chemical operator was performing a transfer and dosing operation of a caustic product into a cooling water 
system in an industrial plant. During the disconnection of a hose used for product injecti",Energy Isolation,0.206,Working at Height,0.0163,0.1897,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0186,IOGP_SPI_P122,"During the maintenance activity to remove instrumentation from a gas export pipeline, a manual valve stem 
detached, leading to the release of flammable gas. The gas leak was detected by multiple gas ",Working at Height,0.0002,Hot Work,0.0001,0.0001,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_FATAL_0189,IOGP_FATAL_P125,"Crews were performing flange management on the water 16’’ and 18’ lines and installation of the blind flange on 
the 24’ overboard line for hydrotest. During the process, crew encountered a clash with",Hot Work,0.0007,Driving,0.0001,0.0006,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_FATAL_0192,IOGP_FATAL_P128,"On 22 October 2025 at approximately 1615 hours, smoke alarm detectors were triggered in the engine room. 
Personnel on Board (POB) mustering and engine room reported one missing person. Emergency Resp",Energy Isolation,0.0001,Safe Mechanical Lifting,0.0001,0.0,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_FATAL_0193,IOGP_FATAL_P129,"The contractor worker, 50 years old, while performing activities on an 18” floating gate valve located at the inlet 
line to separator at the Gas Transportation Processing Centre, was struck by a meta",Line of Fire,0.0005,Energy Isolation,0.0003,0.0002,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0202,IOGP_SPI_P137,"A flash fire occurred during the demolition of internal components in the first-stage knockout drum (module C2) at 
the facility.
136
Safety performance indicators – Process safety events – 2025 data
",Hot Work,0.0097,Line of Fire,0.0001,0.0096,Confined Space | Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_IOGP_SPI_0208,IOGP_SPI_P143,"During hot work activities to replace process lines, the flange of a service water line was broken. This resulted in a 
release of water followed by a hydrocarbon/water emulsion. There was no CO/LEL d",Hot Work,0.0003,Line of Fire,0.0002,0.0001,Energy Isolation | Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00002,2015010024,One employee was hospitalized after being struck by a tire when he was airing the tire up during his pre-drive inspection. nan,Safe Mechanical Lifting,0.0754,Line of Fire,0.0476,0.0278,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00007,2015010093,An employee was exposed to a pinch point hazard when his left thumb was caught between the ST-80 and another metal object. nan,Line of Fire,0.0905,Safe Mechanical Lifting,0.0069,0.0836,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00016,2015010318,"On or about January 9, 2015, an employee slipped on ice on the rig floor. He put his right hand out to break his fall. His right index finger was caught between the stump and the Kelly ripping skin of",Line of Fire,0.1931,Working at Height,0.0424,0.1507,Line of Fire | Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
