record_id,narrative,all_lsrs
OILPS_OSHA_03253,"A crew was on a drilling floor making a drill pipe connection. One employee was using a 5-foot bar with the pipe tongs, to apply pressure, to make the pipe fitting tight. The bar slipped and struck the employee in the chest, resulting in rib fractures to the right side.",Energy Isolation
OILPS_OSHA_02927,An oil derrick hand fell off the oil derrick platform and struck the derrick during the fall resulting in a fractured back.,Working at Height
OILPS_OSHA_03828,"An employee was setting time to the gear. The employee was manually rotating the upper gear when his left ring and little fingers were crushed between the upper and lower gears, resulting in distal amputations.",
OILPS_IOGP_SPI_0149,Cylinder valve cover on a compressor was ejected off allowing a release of gas through the open cylinder.,
OILPS_IOGP_HPE_0087,"Crew shuttle collision during a braking manoeuvre, the shuttle initially collided with the vehicle in front, then 
crossed into the oncoming lane and was struck on the right side by a semi-trailer truck traveling in the opposite 
direction.",
OILPS_OSHA_01834,"An employee was trying to re-light the pilot light on a combustor. It failed to ignite, then ignited when the door to the box was opened. A flash fire burned the employee's hands and face.",Hot Work
OILPS_OSHA_02441,An employee was picking up a bushing when it amputated the tip of his middle finger.,
OILPS_OSHA_03583,"An employee was loading glycerol byproduct into a trailer. A plunger valve slipped out of his hand, lacerating his right ring finger and amputating the fingertip.",
OILPS_OSHA_00585,"An employee was grinding on a structural handrail for a work platform with a grating floor. The employee lost control of the grinder, which lacerated and fractured his left index finger. His left index fingertip was surgically amputated.",Hot Work
OILPS_OSHA_01749,"An employee was on the catwalk of a mixing plant at a completed well site. He was burned by a fire, centered on a forklift and a flowback tank that was releasing natural gas. He suffered second- and third-degree burns to his right hand and arm to the shoulder, his left hand, and his back on the right side. He also suffered second-degree burns to the right side of his face (excluding the eyes) and first-degree burns to his forehead. Personal protective equipment and flame-retardant pants were being worn, but not a flame-retardant shirt.",Safe Mechanical Lifting
OILPS_IOGP_HPE_0068,"IP was working alone and attempted to disconnect a 2"" airline which was pressurized. An assumption was made 
that line was de-pressurized without being verified - line was still connected to an air compressor. Upon release, 
hose kicked back striking IPs hand and helmet.",
OILPS_OSHA_02325,An employee was helping re-spool the winch line on a tubing tester truck when the line caught his right hand. Four fingers were amputated.,Safe Mechanical Lifting; Driving
OILPS_OSHA_04040,"An employee was removing a gasket from the top of the open hatch of a heater treater to make weir adjustments on the low pressure vessel when metal-on-metal contact caused a spark that ignited residual gasses. The employee sustained burns to their face, neck and hands.",Energy Isolation; Hot Work
OILPS_IOGP_HPE_0040,"Two personnel experienced symptoms of severe oxygen deficiency during inspection work, but managed to self-
evacuate safely. Subsequent measurements confirmed low oxygen levels inside the enclosure, linked to nitrogen 
ingress from the turbine seal system combined with a lack of ventilation.",
OILPS_OSHA_00193,"An employee suffered an amputation injury when a valve slipped and pinched the employee's finger between the valve and the frame of the truck at or near Micahlucas 2-5H in Dunn County, North Dakota.",Driving
OILPS_IOGP_HPE_0046,"A contractor working in the Telecoms room at Central Control Building was found removing a light fixture from the 
ceiling without ensuring the power was fully isolated. The light was part of an energized circuit, switched off only at 
the local lighting switch. With the light removed, the exposed flex had bare copper ends, live and hanging from the 
ceiling. The worker, on metal steps, was at risk of electrocution if someone had entered and switched on the lights",
OILPS_OSHA_02487,"Employees at an oil rig were breaking down its blowout preventers. After removing the preventers from the wellhead, they put a wooden board on the ground to set the preventer on and keep it from getting muddy. When one employee unhooked his tagline from a preventer, the preventer shifted and the locking stem on its top struck the top of the employee's left boot. He suffered a laceration to the foot and two broken toes.",Energy Isolation; Safe Mechanical Lifting
OILPS_OSHA_01050,"An employee was welding on a mud pump when an explosion occurred. A pipe cap blew off and hit his stomach, injuring his spleen.",Hot Work
OILPS_IOGP_HPE_0054,"A gate door (two sections) of the Blasting Shop toppled over due to strong winds (approximately 16m/s). Each door 
section measures 7.5m x 4m and weighs approx. 425kg. They landed on the ground and came to rest on a pipe 
stand, resulting in damage to the cladding and frame. The incident occurred next to a pedestrian walkway, but no 
personnel were in the vicinity at the time. No personal Injury was reported",
OILPS_IOGP_HPE_0027,"On 8 October 2025 on an offshore rig, a lifting operation was underway to land an 11.8 m, 2.67 ton bottom hole 
assembly (BHA) into a storage basket on the riser deck. During the final positioning, the BHA made a sudden 
uncontrolled movement. The forward end either contacted the basket edge, rotating the load toward the injured 
person, or the crane made an unintended movement. The injured person was positioned in a narrow space between 
riser guide posts with no escape route available. He had earlier climbed onto adjacent baskets and manually guided 
the load several times to open covers in the inner basket. The BHA struck him in the chest and compressed him 
against another basket. Emergency response was immediate, and medical evacuation was carried out via search 
and rescue (SAR) helicopter. The investigation identified multiple human, organisational, technical, and task-related 
contributors including lack of hands-free lifting, trainee crane operator without supervision, congested deck layout, 
communication challenges, inadequate planning, and procedural non-compliance.",
OILPS_OSHA_02671,"While working in the Rigger Shop, an employee was using channel lock pliers to disconnect two pieces of pipe that were bolted together. The pipe was raised by a crane. When the top bolt was removed, a portion of the pipe was pulled upward, and the other portion fell to floor. The employee's finger was pinched between lower handle of pliers and the portion of pipe supported by the crane. The employee suffered an amputation to his left ring finger.",Safe Mechanical Lifting
